expedition,accession,family,genus,species_epithet,locality,date,latitude,longitude,elevation,county,location,locality_habitat,plant_description,RNA,historical,Photo notes,HUH,NYBG,KIB,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE181,Orobanchaceae,Pedicularis,cyathophylloides,40,7/12/2018,"31°08'49.3"" N","100°54'00.1"" E",3074,Dawu,On road from Bamei to Dawu.,Rocky slope with meadow on top.,,27,,6:02-6:20,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE182,Orobanchaceae,Pedicularis,batangensis,40,7/12/2018,"31°08'49.3"" N","100°54'00.1"" E",3074,Dawu,On road from Bamei to Dawu.,Rocky slope with meadow on top.,Flowers white with purple crested galea. ,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE183,Orobanchaceae,Pedicularis,cranolopha,40,7/12/2018,"31°08'49.3"" N","100°54'00.1"" E",3074,Dawu,On road from Bamei to Dawu.,Rocky slope with meadow on top.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE186,Orobanchaceae,Pedicularis,cranolopha,41,7/12/2018,"31°12'03.7"" N","100°51'28.4"" E",3090,Luhuo,On road from Dawu to Luhuo just before Rendaxiang.,Scrubby hillside and disturbed meadow near Renda village; rocky soil.,Flowers variable in the presence of galea appendage as a frill or nub.,,,6:30-6:42,1,2,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE187,Orobanchaceae,Pedicularis,alaschanica,42,7/12/2018,"31°19'09.2"" N","100°44'15.8"" E",3152,Luhuo,Lookout area in Wada village out over canola fields. Just beyond Simuxiang on road from Bamei to Dawu.,Rocky cliffs/hillside.,,,,7:10-7:37,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE188,Orobanchaceae,Pedicularis,batangensis,42,7/12/2018,"31°19'09.2"" N","100°44'15.8"" E",3152,Luhuo,Lookout area in Wada village out over canola fields. Just beyond Simuxiang on road from Bamei to Dawu.,Rocky cliffs/hillside.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE189,Orobanchaceae,Pedicularis,cranolopha,43,7/13/2018,"31°23'34.1"" N","100°40'57.4"" E",3180,Luhuo,Hillside in the city of Luhuo near the south entrance to the city.,"Rocky soil, disturbed eroding hillside.",,,,10:00-10:35,1,3,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE190,Orobanchaceae,Pedicularis,alaschanica,43,7/13/2018,"31°23'34.1"" N","100°40'57.4"" E",3180,Luhuo,Hillside in the city of Luhuo near the south entrance to the city.,"Rocky soil, disturbed eroding hillside.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE191,Orobanchaceae,Pedicularis,kansuensis,43,7/13/2018,"31°23'34.1"" N","100°40'57.4"" E",3180,Luhuo,Hillside in the city of Luhuo near the south entrance to the city.,"Rocky soil, disturbed eroding hillside.",Flowers purple.,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE192,Orobanchaceae,Pedicularis,cranolopha,44,7/13/2018,"31°34'29.0"" N","100°43'15.4"" E",3336,Luhuo,Near small shack and bus stop.,Rocky shrubby hillside near stream.,,,,12:58-1:35,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE193,Orobanchaceae,Pedicularis,longiflora,44,7/13/2018,"31°34'29.0"" N","100°43'15.4"" E",3336,Luhuo,Near small shack and bus stop.,Rocky shrubby hillside near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE194,Orobanchaceae,Pedicularis,kansuensis,44,7/13/2018,"31°34'29.0"" N","100°43'15.4"" E",3336,Luhuo,Near small shack and bus stop.,Rocky shrubby hillside near stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE195,Orobanchaceae,Pedicularis,semitorta,45,7/13/2018,"31°36'40.9"" N","100°43'02.5"" E",3424,Luhuo,,"Pine forest with shrubby understory. Rocky soil, mudslides on road nearby.",,,,2:12-2:20,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE196,Orobanchaceae,Pedicularis,cranolopha,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",variable in presence of horned bill,,"Historical location with data for decorissima, cranolopha, semitorta.",2:33-3:45,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE197,Orobanchaceae,Pedicularis,cyathophylla,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE198,Orobanchaceae,Pedicularis,ingens,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE199,Orobanchaceae,Pedicularis,kansuensis,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",Flowers light purple.,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE200,Orobanchaceae,Pedicularis,semitorta,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE201,Orobanchaceae,Pedicularis,densispica,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE202,Orobanchaceae,Pedicularis,decorissima,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE203,Orobanchaceae,Pedicularis,brevilabris,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE204,Orobanchaceae,Pedicularis,cyathophylla,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE205,Orobanchaceae,Pedicularis,rhinanthoides,46,7/13/2018,"31°39'27.0"" N","100°42'04.7"" E",3600,Luhuo,,"Canyon with rushing stream. Rocky, sandy soil in flood plain, pine forest on periphery.",,,"Historical location with data for decorissima, cranolopha, semitorta.",,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE206,Orobanchaceae,Pedicularis,cranolopha,47,7/13/2018,"31°43'12.1"" N","100°42'53.9"" E",3704,Luhuo,On road from Luhuo to Aba.,Rocky meadow near stream.,,,Historical site with old cranolopha records.,3:55-4:12,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE207,Orobanchaceae,Pedicularis,rhinanthoides,47,7/13/2018,"31°43'12.1"" N","100°42'53.9"" E",3704,Luhuo,On road from Luhuo to Aba.,Rocky meadow near stream.,,,Historical site with old cranolopha records.,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE208,Orobanchaceae,Pedicularis,rhinanthoides,48,7/13/2018,"31°47'16.5"" N","100°44'51.9"" E",3898,Sêrtar,Road from Luhuo to Aba on far side of new tunnel. Near old ruins.,Rocky slope with pine forest and shrubs.,,,,4:28-4:34,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE209,Orobanchaceae,Pedicularis,kansuensis,48,7/13/2018,"31°47'16.5"" N","100°44'51.9"" E",3898,Sêrtar,Road from Luhuo to Aba on far side of new tunnel. Near old ruins.,Rocky slope with pine forest and shrubs.,Flowers purple,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE210,Orobanchaceae,Pedicularis,brevilabris,48,7/13/2018,"31°47'16.5"" N","100°44'51.9"" E",3898,Sêrtar,Road from Luhuo to Aba on far side of new tunnel. Near old ruins.,Rocky slope with pine forest and shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE211,Orobanchaceae,Pedicularis,cyathophylla,48,7/13/2018,"31°47'16.5"" N","100°44'51.9"" E",3898,Sêrtar,Road from Luhuo to Aba on far side of new tunnel. Near old ruins.,Rocky slope with pine forest and shrubs.,,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE212,Orobanchaceae,Pedicularis,decorissima,48,7/13/2018,"31°47'16.5"" N","100°44'51.9"" E",3898,Sêrtar,Road from Luhuo to Aba on far side of new tunnel. Near old ruins.,Rocky slope with pine forest and shrubs.,,,,,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE213,Orobanchaceae,Pedicularis,cyathophylla,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,,,4:50-5:25,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE214,Orobanchaceae,Pedicularis,brevilabris,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE215,Orobanchaceae,Pedicularis,decorissima,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE216,Orobanchaceae,Pedicularis,ingens,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,29,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE217,Orobanchaceae,Pedicularis,kansuensis,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",Flowers purple,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE218,Orobanchaceae,Pedicularis,cranolopha,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE219,Orobanchaceae,Pedicularis,rhinanthoides,49,7/13/2018,"31°49'54.7"" N","100°44'21.4"" E",3672,Sêrtar,On road from Luhuo to Aba after passing through new tunnel.,"Pine forest with shrubby understory. Rocky soil, eroding hillside. Valley with heavey stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE220,Orobanchaceae,Pedicularis,decora,50,7/13/2018,"31°12'03.7"" N","100°51'28.4"" E",3090,Luhuo,On road from Dawu to Luhuo just before Rendaxiang.,Scrubby hillside and disturbed meadow near Renda village; rocky soil.,,,,??,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE221,Orobanchaceae,Pedicularis,kansuensis,50,7/13/2018,"31°12'03.7"" N","100°51'28.4"" E",3090,Luhuo,On road from Dawu to Luhuo just before Rendaxiang.,Scrubby hillside and disturbed meadow near Renda village; rocky soil.,Flowers white.,,,,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE222,Orobanchaceae,Pedicularis,kansuensis,50,7/13/2018,"31°12'03.7"" N","100°51'28.4"" E",3090,Luhuo,On road from Dawu to Luhuo just before Rendaxiang.,Scrubby hillside and disturbed meadow near Renda village; rocky soil.,Flowers purple.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE223,Orobanchaceae,Pedicularis,alaschanica,51,7/14/2018,"31°27'12.0"" N","100°34'26.3"" E",3173,Luhuo,Road from Luhuo to Ganze (G317) just east of Yadexiang.,Grazed pasture and shrubland.,,,,--10:55,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE224,Orobanchaceae,Pedicularis,cranolopha,51,7/14/2018,"31°27'12.0"" N","100°34'26.3"" E",3173,Luhuo,Road from Luhuo to Ganze (G317) just east of Yadexiang.,Grazed pasture and shrubland.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE225,Ranunculaceae,Aquilegia,sp.,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,11:20-12:30,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE226,Orobanchaceae,Pedicularis,batangensis,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE227,Orobanchaceae,Pedicularis,lachnoglossa,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE228,Orobanchaceae,Pedicularis,longiflora,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE229,Orobanchaceae,Pedicularis,alaschanica,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE230,Orobanchaceae,Pedicularis,polyodonta,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE231,Orobanchaceae,Pedicularis,cranolopha,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE232,Orobanchaceae,Pedicularis,kansuensis,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",White flowers,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE233,Orobanchaceae,Pedicularis,oliveriana,52,7/14/2018,"31°32'35.3"" N","100°28'14.3"" E",3214,Luhuo,Road from Luhuo to Ganze (G317) just east of Danduxiang.,"Rocky slopes, dry region, valley with stream.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE234,Orobanchaceae,Pedicularis,cranolopha,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",12:45-1:45,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE235,Orobanchaceae,Pedicularis,anas,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE236,Orobanchaceae,Pedicularis,ingens,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE237,Orobanchaceae,Pedicularis,alaschanica,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE238,Orobanchaceae,Pedicularis,oliveriana,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE239,Orobanchaceae,Pedicularis,polyodonta,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE240,Orobanchaceae,Pedicularis,kansuensis,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,Flowers purple.,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE241,Orobanchaceae,Pedicularis,kansuensis,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,Flowers white.,,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE242,Orobanchaceae,Pedicularis,kansuensis,53,7/14/2018,"31°35'47.6"" N","100°22'08.3"" E",3284,Luhuo,Road from Luhuo to Ganze (G317) after tunnel west of Danduxiang.,Rocky hillside meadow.,Flowers white with pink fading (potential hybrids),,"Historical site for batangensis, fetisowii (oliveriana).",,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE243,Orobanchaceae,Pedicularis,kansuensis,54,7/14/2018,"31°39'06.8"" N","100°15'30.3"" E",3500,Luhuo,Beside Kasha Lake at Chongguxiang east of Ganze.,"Wet meadow, mostly sedges.",Flowers yellow,,,2:05-2:40,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE244,Orobanchaceae,Pedicularis,cranolopha,54,7/14/2018,"31°39'06.8"" N","100°15'30.3"" E",3500,Luhuo,Beside Kasha Lake at Chongguxiang east of Ganze.,"Wet meadow, mostly sedges.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE245,Orobanchaceae,Pedicularis,rhinanthoides,54,7/14/2018,"31°39'06.8"" N","100°15'30.3"" E",3500,Luhuo,Beside Kasha Lake at Chongguxiang east of Ganze.,"Wet meadow, mostly sedges.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE246,Orobanchaceae,Pedicularis,longiflora,54,7/14/2018,"31°39'06.8"" N","100°15'30.3"" E",3500,Luhuo,Beside Kasha Lake at Chongguxiang east of Ganze.,"Wet meadow, mostly sedges.",,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE247,Orobanchaceae,Pedicularis,polyodonta,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,3:15-3:55,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE248,Orobanchaceae,Pedicularis,anas,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE249,Orobanchaceae,Pedicularis,densispica,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE250,Orobanchaceae,Pedicularis,szetschuanica,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE251,Orobanchaceae,Pedicularis,brevilabris,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE252,Orobanchaceae,Pedicularis,cranolopha,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE253,Orobanchaceae,Pedicularis,kansuensis,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,Flowers purple.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE254,Orobanchaceae,Pedicularis,kansuensis,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,Flowers pink.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE255,Orobanchaceae,Pedicularis,kansuensis,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,Flowers yellow.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE256,Orobanchaceae,Pedicularis,kansuensis,55,7/14/2018,"31°37'38.5"" N","100°14'03.7"" E",3760,Garzê,On road from Luhuo to Ganze (G317) west of Kasha Lake.,Alpine meadow with scattered shrubs.,Flowers white.,,,,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE257,Orobanchaceae,Pedicularis,longiflora,56,7/14/2018,"31°37'34.0"" N","100°13'23.9"" E",3900,Garzê,On road from Luhuo to Ganze (G317).,Small mountain lake and meadow.,,,Historical site for Pedicularis rhinanthoides.,4:15-4:30,1,1,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE258,Orobanchaceae,Pedicularis,tatsienensis,56,7/14/2018,"31°37'34.0"" N","100°13'23.9"" E",3900,Garzê,On road from Luhuo to Ganze (G317).,Small mountain lake and meadow.,,,Historical site for Pedicularis rhinanthoides.,,1,0,0,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE259,Orobanchaceae,Pedicularis,rhinanthoides,56,7/14/2018,"31°37'34.0"" N","100°13'23.9"" E",3900,Garzê,On road from Luhuo to Ganze (G317).,Small mountain lake and meadow.,,,Historical site for Pedicularis rhinanthoides.,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE260,Orobanchaceae,Pedicularis,densispica,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,,,,5:00-5:05,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE261,Orobanchaceae,Pedicularis,kansuensis,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,Flowers yellow,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE262,Orobanchaceae,Pedicularis,cranolopha,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE263,Orobanchaceae,Pedicularis,rhinanthoides,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE264,Orobanchaceae,Pedicularis,anas,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,,,,,1,1,1,,,,,,,,,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE265,Orobanchaceae,Pedicularis,longiflora,57,7/14/2018,"31°35'11.8"" N","100°08'30.0"" E",3650,Garzê,East of Tinkaxiang on G317 from Luhuo to Ganze.,Rocky hillside and wet meadow with stream.,,,,,1,2,1,,,,,,,,,,,,
